t_s,j22,j23,j24,j25,j26,j27,j28,j12
17.220054,0.080139,-0.092602,-0.131539,1.291288,-0.458181,0.000000,0.000000,-0.041555
17.240053,0.080174,-0.092590,-0.131527,1.291300,-0.458193,0.000000,0.000000,-0.041568
17.260249,0.080162,-0.092578,-0.131539,1.291300,-0.458205,0.000000,0.000000,-0.041542
17.280055,0.080150,-0.092578,-0.131539,1.291300,-0.458205,0.000000,0.000000,-0.041568
17.300089,0.080150,-0.092590,-0.131515,1.291288,-0.458205,0.000000,0.000000,-0.041555
17.320075,0.080150,-0.092590,-0.131527,1.291264,-0.458217,0.000000,0.000000,-0.041542
17.340105,0.080150,-0.092590,-0.131551,1.291276,-0.458193,0.000000,0.000000,-0.041542
17.360091,0.080174,-0.092590,-0.131527,1.291288,-0.458193,0.000000,0.000000,-0.041542
17.380270,0.080162,-0.092590,-0.131551,1.291288,-0.458181,0.000000,0.000000,-0.041528
17.400060,0.080222,-0.092578,-0.131527,1.291276,-0.458193,0.000000,0.000000,-0.041542
17.420063,0.080174,-0.092578,-0.131539,1.291288,-0.458193,0.000000,0.000000,-0.041555
17.440061,0.080150,-0.092590,-0.131527,1.291276,-0.458181,0.000000,0.000000,-0.041528
17.460063,0.080150,-0.092602,-0.131539,1.291276,-0.458181,0.000000,0.000000,-0.041528
17.480074,0.080174,-0.092554,-0.131551,1.291288,-0.458181,0.000000,0.000000,-0.041542
17.500051,0.080150,-0.092578,-0.131515,1.291288,-0.458193,0.000000,0.000000,-0.041542
17.520047,0.080186,-0.092578,-0.131563,1.291264,-0.458205,0.000000,0.000000,-0.041542
17.540046,0.080150,-0.092578,-0.131563,1.291288,-0.458193,0.000000,0.000000,-0.041542
17.560052,0.080150,-0.092578,-0.131563,1.291264,-0.458181,0.000000,0.000000,-0.041555
17.580050,0.080162,-0.092554,-0.131503,1.291288,-0.458181,0.000000,0.000000,-0.041555
17.600046,0.080162,-0.092602,-0.131527,1.291288,-0.458181,0.000000,0.000000,-0.041542
17.620045,0.080150,-0.092590,-0.131515,1.291288,-0.458181,0.000000,0.000000,-0.041515
17.640236,0.080150,-0.092578,-0.131539,1.291300,-0.458205,0.000000,0.000000,-0.041542
17.660237,0.080174,-0.092578,-0.131527,1.291264,-0.458193,0.000000,0.000000,-0.041542
17.680304,0.080186,-0.092590,-0.131539,1.291276,-0.458205,0.000000,0.000000,-0.041568
17.700101,0.080150,-0.092578,-0.131527,1.291276,-0.458193,0.000000,0.000000,-0.041542
17.720124,0.080150,-0.092590,-0.131551,1.291288,-0.458181,0.000000,0.000000,-0.041542
17.740154,0.080150,-0.092554,-0.131527,1.291312,-0.458193,0.000000,0.000000,-0.041555
17.760148,0.080174,-0.092578,-0.131527,1.291288,-0.458205,0.000000,0.000000,-0.041542
17.780049,0.080150,-0.092518,-0.131527,1.291288,-0.458181,0.000000,0.000000,-0.041555
17.800050,0.080067,-0.091895,-0.131791,1.291168,-0.458013,0.000000,0.000000,-0.041421
17.820052,0.080091,-0.091739,-0.132150,1.291108,-0.458001,0.000000,0.000000,-0.040993
17.840064,0.080091,-0.091655,-0.132222,1.291108,-0.458013,0.000000,0.000000,-0.041260
17.860076,0.081217,-0.091595,-0.132306,1.291061,-0.458001,0.000000,0.000000,-0.041086
17.880057,0.083482,-0.091344,-0.133085,1.292918,-0.457953,0.000000,0.000000,-0.041381
17.900049,0.085543,-0.090349,-0.135494,1.295327,-0.457929,0.000000,0.000000,-0.041435
17.920049,0.087425,-0.089714,-0.135949,1.295231,-0.457929,0.000000,0.000000,-0.041461
17.940066,0.088480,-0.089187,-0.135949,1.295099,-0.457929,0.000000,0.000000,-0.041501
17.960050,0.089163,-0.088791,-0.135901,1.294728,-0.457929,0.000000,0.000000,-0.042171
17.980056,0.089834,-0.088432,-0.135877,1.294656,-0.457929,0.000000,0.000000,-0.042399
18.000061,0.090385,-0.087988,-0.135889,1.294500,-0.457929,0.000000,0.000000,-0.042439
18.020060,0.091008,-0.087593,-0.135901,1.294500,-0.457929,0.000000,0.000000,-0.042278
18.040047,0.091524,-0.087293,-0.135853,1.294488,-0.457929,0.000000,0.000000,-0.042251
18.060339,0.092027,-0.087077,-0.135865,1.294440,-0.457929,0.000000,0.000000,-0.042238
18.080550,0.092722,-0.086850,-0.135829,1.294512,-0.457941,0.000000,0.000000,-0.042452
18.100177,0.093513,-0.086814,-0.135817,1.294656,-0.457929,0.000000,0.000000,-0.042519
18.120155,0.094436,-0.086550,-0.135793,1.294704,-0.457941,0.000000,0.000000,-0.042479
18.140180,0.095167,-0.086502,-0.135745,1.294776,-0.457941,0.000000,0.000000,-0.042707
18.160046,0.095586,-0.086382,-0.135685,1.294776,-0.457977,0.000000,0.000000,-0.042626
18.180066,0.096137,-0.086298,-0.135590,1.295159,-0.458037,0.000000,0.000000,-0.042559
18.200063,0.096113,-0.086238,-0.135578,1.295423,-0.458049,0.000000,0.000000,-0.042506
18.220048,0.095682,-0.085999,-0.135506,1.295423,-0.458073,0.000000,0.000000,-0.042439
18.240061,0.094735,-0.085891,-0.135518,1.295231,-0.458061,0.000000,0.000000,-0.042439
18.260066,0.094028,-0.085819,-0.135494,1.295195,-0.458085,0.000000,0.000000,-0.042426
18.280048,0.093333,-0.085759,-0.135482,1.295195,-0.458085,0.000000,0.000000,-0.042439
18.300046,0.092482,-0.085675,-0.135518,1.295219,-0.458073,0.000000,0.000000,-0.042426
18.320050,0.091440,-0.085579,-0.135530,1.295195,-0.458085,0.000000,0.000000,-0.042412
18.340064,0.090002,-0.085448,-0.135518,1.295231,-0.458085,0.000000,0.000000,-0.042412
18.360068,0.088168,-0.085340,-0.135494,1.295231,-0.458085,0.000000,0.000000,-0.042412
18.380049,0.085939,-0.085292,-0.135482,1.295219,-0.458085,0.000000,0.000000,-0.042452
18.400260,0.083722,-0.085244,-0.135458,1.295183,-0.458085,0.000000,0.000000,-0.042506
18.420240,0.082368,-0.085280,-0.135506,1.295099,-0.458085,0.000000,0.000000,-0.043537
18.440182,0.081493,-0.085352,-0.135566,1.295111,-0.458085,0.000000,0.000000,-0.043658
18.460382,0.080834,-0.085448,-0.135566,1.295111,-0.458073,0.000000,0.000000,-0.043457
18.480296,0.080270,-0.085460,-0.135566,1.295039,-0.458085,0.000000,0.000000,-0.043698
18.500142,0.080139,-0.085340,-0.135578,1.295051,-0.458061,0.000000,0.000000,-0.044153
18.520119,0.080210,-0.085268,-0.135590,1.295063,-0.458061,0.000000,0.000000,-0.044903
18.540064,0.080282,-0.085220,-0.135590,1.295075,-0.458073,0.000000,0.000000,-0.045278
18.560048,0.080270,-0.085136,-0.135566,1.295075,-0.458061,0.000000,0.000000,-0.045787
18.580057,0.080318,-0.085052,-0.135578,1.295075,-0.458061,0.000000,0.000000,-0.046577
18.600052,0.080342,-0.084980,-0.135578,1.295015,-0.458049,0.000000,0.000000,-0.047273
18.622287,0.080306,-0.084980,-0.135590,1.294848,-0.458037,0.000000,0.000000,-0.047689
18.640062,0.080666,-0.085028,-0.135649,1.294776,-0.458001,0.000000,0.000000,-0.047836
18.660065,0.081433,-0.085112,-0.135697,1.294836,-0.457989,0.000000,0.000000,-0.048197
18.680075,0.081780,-0.085136,-0.135841,1.294800,-0.457953,0.000000,0.000000,-0.048532
18.700067,0.081792,-0.085076,-0.135829,1.294632,-0.457941,0.000000,0.000000,-0.049055
18.720052,0.081816,-0.085172,-0.135853,1.294500,-0.457941,0.000000,0.000000,-0.049671
18.740045,0.081637,-0.085256,-0.135841,1.294440,-0.457941,0.000000,0.000000,-0.049537
18.760044,0.081529,-0.085136,-0.135793,1.294428,-0.457941,0.000000,0.000000,-0.049443
18.780045,0.081529,-0.085040,-0.135817,1.294392,-0.457941,0.000000,0.000000,-0.049577
18.800050,0.081553,-0.084932,-0.135793,1.294368,-0.457929,0.000000,0.000000,-0.049510
18.820259,0.081589,-0.084956,-0.135817,1.294308,-0.457941,0.000000,0.000000,-0.049403
18.840259,0.081756,-0.085160,-0.135829,1.294308,-0.457941,0.000000,0.000000,-0.049255
18.860235,0.081816,-0.085112,-0.135829,1.294308,-0.457941,0.000000,0.000000,-0.049135
18.880334,0.082044,-0.085028,-0.135853,1.294296,-0.457941,0.000000,0.000000,-0.049590
18.900160,0.082152,-0.085076,-0.135841,1.294260,-0.457941,0.000000,0.000000,-0.049563
18.920052,0.082152,-0.085112,-0.135853,1.294248,-0.457941,0.000000,0.000000,-0.049510
18.940048,0.082152,-0.085100,-0.135853,1.294212,-0.457941,0.000000,0.000000,-0.049470
18.960051,0.082152,-0.085136,-0.135841,1.294188,-0.457941,0.000000,0.000000,-0.049443
18.980065,0.082164,-0.085208,-0.135853,1.294176,-0.457941,0.000000,0.000000,-0.049443
19.000051,0.082176,-0.085316,-0.135853,1.294152,-0.457941,0.000000,0.000000,-0.049429
19.020048,0.082152,-0.085328,-0.135853,1.294141,-0.457929,0.000000,0.000000,-0.049296
19.040069,0.082104,-0.085412,-0.135841,1.294141,-0.457941,0.000000,0.000000,-0.049215
19.060064,0.082056,-0.085460,-0.135865,1.294141,-0.457941,0.000000,0.000000,-0.049175
19.080065,0.082020,-0.085412,-0.135841,1.294129,-0.457929,0.000000,0.000000,-0.049282
19.100049,0.081960,-0.085352,-0.135829,1.294141,-0.457941,0.000000,0.000000,-0.049389
19.120049,0.081924,-0.085256,-0.135841,1.294105,-0.457941,0.000000,0.000000,-0.049550
19.140047,0.081900,-0.085208,-0.135853,1.294141,-0.457929,0.000000,0.000000,-0.049697
19.160044,0.081840,-0.085112,-0.135841,1.294105,-0.457929,0.000000,0.000000,-0.050072
19.180046,0.081756,-0.085100,-0.135793,1.294117,-0.457929,0.000000,0.000000,-0.050354
19.200387,0.081565,-0.085052,-0.135781,1.294105,-0.457929,0.000000,0.000000,-0.050541
19.220210,0.081361,-0.085016,-0.135769,1.294152,-0.457941,0.000000,0.000000,-0.050702
19.240147,0.081145,-0.084920,-0.135745,1.294141,-0.457929,0.000000,0.000000,-0.050889
19.260177,0.081049,-0.084920,-0.135769,1.294165,-0.457929,0.000000,0.000000,-0.050983
19.280411,0.080917,-0.084956,-0.135757,1.294224,-0.457941,0.000000,0.000000,-0.051090
19.300047,0.080810,-0.084932,-0.135733,1.294248,-0.457941,0.000000,0.000000,-0.051331
19.320061,0.080726,-0.084896,-0.135709,1.294236,-0.457953,0.000000,0.000000,-0.051599
19.340044,0.080666,-0.084776,-0.135697,1.294248,-0.457953,0.000000,0.000000,-0.051947
19.360049,0.080630,-0.084872,-0.135709,1.294272,-0.457953,0.000000,0.000000,-0.052242
19.380051,0.080558,-0.084812,-0.135697,1.294320,-0.457953,0.000000,0.000000,-0.052282
19.400045,0.080534,-0.084752,-0.135697,1.294320,-0.457953,0.000000,0.000000,-0.052242
19.420046,0.080510,-0.084800,-0.135697,1.294332,-0.457953,0.000000,0.000000,-0.052161
19.440062,0.080558,-0.084884,-0.135709,1.294332,-0.457965,0.000000,0.000000,-0.052175
19.460067,0.080558,-0.084836,-0.135697,1.294356,-0.457953,0.000000,0.000000,-0.052135
19.480075,0.080534,-0.084896,-0.135685,1.294332,-0.457965,0.000000,0.000000,-0.052108
19.500068,0.080546,-0.084860,-0.135697,1.294332,-0.457953,0.000000,0.000000,-0.052094
19.520065,0.080534,-0.084848,-0.135697,1.294308,-0.457953,0.000000,0.000000,-0.052081
19.540065,0.080558,-0.084836,-0.135685,1.294308,-0.457953,0.000000,0.000000,-0.052081
19.560326,0.080510,-0.084800,-0.135697,1.294308,-0.457953,0.000000,0.000000,-0.052068
19.580308,0.080570,-0.084812,-0.135685,1.294284,-0.457953,0.000000,0.000000,-0.052081
19.600127,0.080618,-0.084800,-0.135685,1.294248,-0.457953,0.000000,0.000000,-0.052068
19.620232,0.080582,-0.084776,-0.135685,1.294236,-0.457953,0.000000,0.000000,-0.052081
19.640205,0.080630,-0.084740,-0.135697,1.294224,-0.457953,0.000000,0.000000,-0.052215
19.660219,0.080654,-0.084752,-0.135697,1.294224,-0.457953,0.000000,0.000000,-0.052376
19.680064,0.080654,-0.084740,-0.135709,1.294200,-0.457953,0.000000,0.000000,-0.052644
19.700052,0.080690,-0.084752,-0.135709,1.294200,-0.457953,0.000000,0.000000,-0.052791
19.720063,0.080786,-0.084812,-0.135697,1.294212,-0.457953,0.000000,0.000000,-0.052952
19.740047,0.081013,-0.084776,-0.135733,1.294188,-0.457941,0.000000,0.000000,-0.052938
19.760051,0.081265,-0.084812,-0.135733,1.294260,-0.457953,0.000000,0.000000,-0.052791
19.780064,0.081265,-0.084824,-0.135745,1.294224,-0.457953,0.000000,0.000000,-0.052670
19.800046,0.081193,-0.084800,-0.135721,1.294152,-0.457941,0.000000,0.000000,-0.052563
19.820048,0.081169,-0.084812,-0.135721,1.294176,-0.457941,0.000000,0.000000,-0.052617
19.840045,0.081169,-0.084776,-0.135721,1.294141,-0.457941,0.000000,0.000000,-0.052684
19.860052,0.081205,-0.084800,-0.135733,1.294141,-0.457953,0.000000,0.000000,-0.052751
19.880050,0.081205,-0.084836,-0.135733,1.294152,-0.457941,0.000000,0.000000,-0.052764
19.900048,0.081193,-0.084752,-0.135721,1.294141,-0.457953,0.000000,0.000000,-0.052724
19.920280,0.081133,-0.084740,-0.135721,1.294141,-0.457941,0.000000,0.000000,-0.052644
19.940049,0.081037,-0.084776,-0.135721,1.294176,-0.457953,0.000000,0.000000,-0.052536
19.960407,0.080882,-0.084740,-0.135733,1.294141,-0.457953,0.000000,0.000000,-0.052469
19.980308,0.080726,-0.084740,-0.135721,1.294141,-0.457941,0.000000,0.000000,-0.052469
20.000203,0.080690,-0.084740,-0.135745,1.294105,-0.457953,0.000000,0.000000,-0.052483
20.020209,0.080618,-0.084764,-0.135721,1.294141,-0.457953,0.000000,0.000000,-0.052429
20.040232,0.080594,-0.084836,-0.135721,1.294165,-0.457941,0.000000,0.000000,-0.052429
20.060050,0.080558,-0.084800,-0.135733,1.294212,-0.457953,0.000000,0.000000,-0.052469
20.080073,0.080594,-0.084752,-0.135721,1.294176,-0.457953,0.000000,0.000000,-0.052483
20.100045,0.080594,-0.084776,-0.135721,1.294188,-0.457941,0.000000,0.000000,-0.052469
20.120044,0.080534,-0.084716,-0.135697,1.294224,-0.457953,0.000000,0.000000,-0.052644
20.140046,0.080558,-0.084681,-0.135697,1.294296,-0.457953,0.000000,0.000000,-0.052657
20.160049,0.080582,-0.084728,-0.135709,1.294284,-0.457953,0.000000,0.000000,-0.052590
20.180050,0.080594,-0.084776,-0.135697,1.294284,-0.457965,0.000000,0.000000,-0.052550
20.200044,0.080558,-0.084681,-0.135697,1.294272,-0.457953,0.000000,0.000000,-0.052590
20.220048,0.080570,-0.084693,-0.135709,1.294308,-0.457953,0.000000,0.000000,-0.052617
20.240044,0.080654,-0.084716,-0.135697,1.294332,-0.457953,0.000000,0.000000,-0.052550
20.260072,0.080594,-0.084800,-0.135685,1.294344,-0.457953,0.000000,0.000000,-0.052536
20.280060,0.080534,-0.084752,-0.135697,1.294356,-0.457953,0.000000,0.000000,-0.052510
20.300047,0.080558,-0.084788,-0.135685,1.294332,-0.457953,0.000000,0.000000,-0.052483
20.320049,0.080534,-0.084776,-0.135673,1.294332,-0.457953,0.000000,0.000000,-0.052483
20.340045,0.080522,-0.084740,-0.135697,1.294344,-0.457965,0.000000,0.000000,-0.052523
20.360050,0.080582,-0.084693,-0.135709,1.294320,-0.457965,0.000000,0.000000,-0.052523
20.380063,0.080810,-0.084716,-0.135709,1.294332,-0.457953,0.000000,0.000000,-0.052523
20.400046,0.080810,-0.084752,-0.135697,1.294344,-0.457953,0.000000,0.000000,-0.052603
20.420320,0.080786,-0.084740,-0.135721,1.294320,-0.457953,0.000000,0.000000,-0.052603
20.440059,0.080786,-0.084740,-0.135721,1.294320,-0.457977,0.000000,0.000000,-0.052563
20.460116,0.080810,-0.084716,-0.135721,1.294332,-0.457953,0.000000,0.000000,-0.052577
20.480125,0.080846,-0.084693,-0.135733,1.294368,-0.457965,0.000000,0.000000,-0.052536
20.500048,0.080870,-0.084716,-0.135721,1.294356,-0.457953,0.000000,0.000000,-0.052536
20.520046,0.080846,-0.084716,-0.135721,1.294356,-0.457953,0.000000,0.000000,-0.052510
20.540045,0.080846,-0.084716,-0.135721,1.294380,-0.457953,0.000000,0.000000,-0.052523
20.560050,0.080882,-0.084740,-0.135721,1.294344,-0.457953,0.000000,0.000000,-0.052523
20.580075,0.080917,-0.084740,-0.135721,1.294380,-0.457953,0.000000,0.000000,-0.052590
20.600042,0.080941,-0.084681,-0.135721,1.294368,-0.457953,0.000000,0.000000,-0.052603
20.620040,0.080965,-0.084716,-0.135709,1.294392,-0.457953,0.000000,0.000000,-0.052577
20.640041,0.080965,-0.084800,-0.135721,1.294368,-0.457953,0.000000,0.000000,-0.052563
20.660049,0.081013,-0.084800,-0.135709,1.294404,-0.457953,0.000000,0.000000,-0.052590
20.680045,0.081229,-0.084776,-0.135685,1.294428,-0.457953,0.000000,0.000000,-0.052590
20.700046,0.081373,-0.084800,-0.135721,1.294440,-0.457953,0.000000,0.000000,-0.052657
20.720061,0.081397,-0.084776,-0.135709,1.294500,-0.457965,0.000000,0.000000,-0.052697
20.740252,0.081397,-0.084740,-0.135721,1.294488,-0.457953,0.000000,0.000000,-0.052697
20.760279,0.081505,-0.084693,-0.135697,1.294584,-0.457953,0.000000,0.000000,-0.052710
20.780384,0.082320,-0.084693,-0.135769,1.295926,-0.457941,0.000000,0.000000,-0.052764
20.800244,0.083997,-0.084705,-0.136081,1.298083,-0.457785,0.000000,0.000000,-0.053179
20.820055,0.085603,-0.084716,-0.136500,1.297544,-0.457498,0.000000,0.000000,-0.054103
20.840042,0.085903,-0.084752,-0.136488,1.296274,-0.457498,0.000000,0.000000,-0.054893
20.860094,0.085819,-0.084740,-0.136428,1.295315,-0.457498,0.000000,0.000000,-0.055429
20.880047,0.085663,-0.085256,-0.136392,1.293422,-0.457522,0.000000,0.000000,-0.055925
20.900046,0.085352,-0.085627,-0.136297,1.290054,-0.457570,0.000000,0.000000,-0.056300
20.920053,0.084944,-0.085723,-0.136249,1.286938,-0.457594,0.000000,0.000000,-0.056594
20.940048,0.084549,-0.086071,-0.136249,1.284373,-0.457594,0.000000,0.000000,-0.056835
20.960050,0.084129,-0.086634,-0.136249,1.281329,-0.457606,0.000000,0.000000,-0.057063
20.980052,0.082751,-0.087077,-0.136249,1.275133,-0.457594,0.000000,0.000000,-0.057183
21.000046,0.082272,-0.087233,-0.136297,1.255036,-0.457582,0.000000,0.000000,-0.057157
21.020045,0.082104,-0.087293,-0.136345,1.229869,-0.457558,0.000000,0.000000,-0.057786
21.040048,0.081936,-0.087629,-0.136368,1.202018,-0.457558,0.000000,0.000000,-0.058509
21.060050,0.081816,-0.088108,-0.136560,1.171830,-0.457534,0.000000,0.000000,-0.059594
21.080049,0.081984,-0.088839,-0.136668,1.139208,-0.457462,0.000000,0.000000,-0.060772
21.100434,0.082284,-0.089450,-0.136716,1.104946,-0.457354,0.000000,0.000000,-0.062286
21.120267,0.082320,-0.089546,-0.136680,1.074386,-0.457294,0.000000,0.000000,-0.063317
21.140059,0.082044,-0.089366,-0.136404,1.042076,-0.457054,0.000000,0.000000,-0.064161
21.160284,0.081864,-0.088875,-0.136321,1.012583,-0.456647,0.000000,0.000000,-0.065071
21.180380,0.081301,-0.088228,-0.136368,0.988387,-0.455880,0.000000,0.000000,-0.065781
21.200068,0.080139,-0.087760,-0.136333,0.960703,-0.455185,0.000000,0.000000,-0.065687
21.220042,0.079539,-0.087257,-0.136333,0.929808,-0.454789,0.000000,0.000000,-0.065540
21.240047,0.079228,-0.086970,-0.136345,0.898673,-0.453591,0.000000,0.000000,-0.065540
21.260107,0.078700,-0.086778,-0.136165,0.867838,-0.452908,0.000000,0.000000,-0.065567
21.280210,0.077814,-0.086598,-0.135781,0.840034,-0.452896,0.000000,0.000000,-0.065419
21.300060,0.076531,-0.086155,-0.135602,0.810026,-0.452896,0.000000,0.000000,-0.065326
21.320061,0.075357,-0.085783,-0.135446,0.781479,-0.452884,0.000000,0.000000,-0.065232
21.340062,0.074877,-0.085220,-0.135386,0.752094,-0.452728,0.000000,0.000000,-0.065219
21.360048,0.074806,-0.084369,-0.134643,0.721390,-0.452608,0.000000,0.000000,-0.065245
21.380048,0.074722,-0.083338,-0.133133,0.688865,-0.452393,0.000000,0.000000,-0.065232
21.400045,0.074494,-0.082823,-0.130161,0.656748,-0.452321,0.000000,0.000000,-0.065232
21.420042,0.073847,-0.082583,-0.127752,0.625756,-0.452333,0.000000,0.000000,-0.065178
21.440041,0.073104,-0.082463,-0.126218,0.595292,-0.452369,0.000000,0.000000,-0.065192
21.460046,0.072672,-0.082368,-0.124193,0.564277,-0.452404,0.000000,0.000000,-0.065178
21.480386,0.072373,-0.082380,-0.121616,0.531249,-0.452476,0.000000,0.000000,-0.065152
21.500320,0.072121,-0.082236,-0.118524,0.497034,-0.452488,0.000000,0.000000,-0.064763
21.520315,0.071498,-0.082332,-0.113527,0.465635,-0.452500,0.000000,0.000000,-0.064442
21.540308,0.070611,-0.081912,-0.112544,0.437292,-0.452524,0.000000,0.000000,-0.064161
21.560271,0.069616,-0.081349,-0.111813,0.408087,-0.452572,0.000000,0.000000,-0.063745
21.580310,0.068622,-0.081133,-0.111693,0.375574,-0.452620,0.000000,0.000000,-0.063411
21.600142,0.067831,-0.081013,-0.111765,0.343863,-0.452656,0.000000,0.000000,-0.063170
21.620042,0.067052,-0.080714,-0.111561,0.308821,-0.452656,0.000000,0.000000,-0.062862
21.640042,0.066285,-0.080318,-0.111393,0.276069,-0.452656,0.000000,0.000000,-0.062661
21.660046,0.065398,-0.079851,-0.111298,0.245772,-0.452668,0.000000,0.000000,-0.062420
21.680045,0.064607,-0.079635,-0.111202,0.214805,-0.452692,0.000000,0.000000,-0.062138
21.700043,0.063576,-0.079599,-0.110950,0.181849,-0.452680,0.000000,0.000000,-0.061763
21.720043,0.062606,-0.079503,-0.110003,0.148173,-0.452704,0.000000,0.000000,-0.061402
21.740041,0.061815,-0.079395,-0.107043,0.115887,-0.452668,0.000000,0.000000,-0.061080
21.760053,0.061108,-0.079288,-0.102034,0.085304,-0.452656,0.000000,0.000000,-0.060799
21.780054,0.060185,-0.079395,-0.092938,0.055103,-0.452620,0.000000,0.000000,-0.060625
21.800044,0.059046,-0.079527,-0.083710,0.023429,-0.452644,0.000000,0.000000,-0.060464
21.820043,0.057848,-0.079192,-0.074242,-0.009324,-0.452668,0.000000,0.000000,-0.060264
21.840041,0.057225,-0.079084,-0.063492,-0.041238,-0.452608,0.000000,0.000000,-0.060009
21.860303,0.056769,-0.078832,-0.050226,-0.070491,-0.452620,0.000000,0.000000,-0.059969
21.880046,0.056613,-0.078868,-0.037151,-0.096102,-0.452680,0.000000,0.000000,-0.059996
21.900061,0.056110,-0.078617,-0.021248,-0.122934,-0.452848,0.000000,0.000000,-0.060143
21.920311,0.055403,-0.078557,-0.000731,-0.147586,-0.452908,0.000000,0.000000,-0.060384
21.940367,0.055044,-0.078521,0.018815,-0.173136,-0.453399,0.000000,0.000000,-0.060290
21.960253,0.053653,-0.078437,0.038290,-0.196925,-0.453459,0.000000,0.000000,-0.060344
21.980174,0.052611,-0.078353,0.055343,-0.219695,-0.453495,0.000000,0.000000,-0.060197
22.000045,0.051376,-0.078173,0.073104,-0.245784,-0.453555,0.000000,0.000000,-0.059969
22.020043,0.049974,-0.078029,0.088935,-0.270664,-0.453627,0.000000,0.000000,-0.060063
22.040204,0.049219,-0.077562,0.103472,-0.294033,-0.453627,0.000000,0.000000,-0.059915
22.060043,0.048153,-0.077610,0.113970,-0.315449,-0.453675,0.000000,0.000000,-0.060063
22.080072,0.047278,-0.077418,0.122539,-0.332478,-0.453639,0.000000,0.000000,-0.060210
22.100041,0.045660,-0.077322,0.129777,-0.347567,-0.453663,0.000000,0.000000,-0.059969
22.120040,0.044426,-0.077178,0.134595,-0.360581,-0.453639,0.000000,0.000000,-0.059768
22.140040,0.042544,-0.077274,0.142265,-0.368395,-0.453651,0.000000,0.000000,-0.060049
22.160070,0.040986,-0.077406,0.149911,-0.370864,-0.453711,0.000000,0.000000,-0.060384
22.180068,0.040567,-0.077262,0.156047,-0.370612,-0.453747,0.000000,0.000000,-0.060317
22.200059,0.040495,-0.077262,0.161020,-0.369929,-0.453771,0.000000,0.000000,-0.060264
22.220060,0.040363,-0.077238,0.162782,-0.369833,-0.453759,0.000000,0.000000,-0.060264
22.240060,0.039644,-0.077154,0.162686,-0.369689,-0.453771,0.000000,0.000000,-0.060170
22.260387,0.039140,-0.077214,0.162039,-0.368731,-0.453795,0.000000,0.000000,-0.060170
22.280303,0.038769,-0.077238,0.161404,-0.365675,-0.453783,0.000000,0.000000,-0.060264
22.300301,0.038805,-0.077238,0.161224,-0.361205,-0.453783,0.000000,0.000000,-0.060384
22.320322,0.038733,-0.077286,0.161176,-0.359107,-0.453867,0.000000,0.000000,-0.060411
22.340329,0.038661,-0.077322,0.161092,-0.355680,-0.453915,0.000000,0.000000,-0.060371
22.360171,0.038517,-0.077346,0.161092,-0.352456,-0.453915,0.000000,0.000000,-0.060344
22.380073,0.038757,-0.077346,0.160864,-0.350622,-0.453915,0.000000,0.000000,-0.060264
22.400046,0.039140,-0.077502,0.159762,-0.350083,-0.453915,0.000000,0.000000,-0.060371
22.420044,0.039224,-0.077646,0.159582,-0.350095,-0.453915,0.000000,0.000000,-0.060478
22.440065,0.039212,-0.077718,0.159798,-0.350059,-0.453915,0.000000,0.000000,-0.060424
22.460046,0.039440,-0.077730,0.159918,-0.349963,-0.453974,0.000000,0.000000,-0.060290
22.480048,0.039860,-0.077718,0.159906,-0.349664,-0.453986,0.000000,0.000000,-0.060344
22.500044,0.040531,-0.077730,0.159906,-0.349017,-0.454010,0.000000,0.000000,-0.060464
22.520042,0.041178,-0.077730,0.159918,-0.347459,-0.454034,0.000000,0.000000,-0.060558
22.540044,0.041477,-0.077754,0.159941,-0.343672,-0.454094,0.000000,0.000000,-0.060625
22.560056,0.041693,-0.077778,0.159929,-0.337284,-0.454142,0.000000,0.000000,-0.060705
22.580051,0.041621,-0.077778,0.159906,-0.323430,-0.454286,0.000000,0.000000,-0.060786
22.600044,0.041645,-0.077862,0.159929,-0.310224,-0.454370,0.000000,0.000000,-0.060799
22.620300,0.042592,-0.077862,0.159929,-0.294165,-0.454957,0.000000,0.000000,-0.060759
22.640044,0.042520,-0.077885,0.159690,-0.275829,-0.456575,0.000000,0.000000,-0.060826
22.660045,0.042975,-0.077885,0.157353,-0.259842,-0.457606,0.000000,0.000000,-0.060813
22.680048,0.042712,-0.077885,0.155495,-0.244610,-0.457797,0.000000,0.000000,-0.060799
22.700040,0.042460,-0.077909,0.152415,-0.231547,-0.457797,0.000000,0.000000,-0.060853
22.720190,0.042892,-0.077897,0.148077,-0.222571,-0.457833,0.000000,0.000000,-0.060799
22.740180,0.042892,-0.077909,0.145956,-0.211833,-0.457821,0.000000,0.000000,-0.060625
22.760237,0.042532,-0.078017,0.145932,-0.196829,-0.457821,0.000000,0.000000,-0.060705
22.780052,0.042125,-0.078101,0.146112,-0.183359,-0.457821,0.000000,0.000000,-0.060438
22.800060,0.042652,-0.077969,0.146483,-0.169181,-0.457821,0.000000,0.000000,-0.060411
22.820039,0.042340,-0.077969,0.146459,-0.153003,-0.457845,0.000000,0.000000,-0.060438
22.840043,0.042412,-0.077909,0.146100,-0.139341,-0.457845,0.000000,0.000000,-0.060264
22.860042,0.041981,-0.078041,0.145932,-0.122718,-0.457857,0.000000,0.000000,-0.060464
22.880042,0.041633,-0.078221,0.145752,-0.113790,-0.457845,0.000000,0.000000,-0.060478
22.900041,0.041238,-0.078329,0.145968,-0.107846,-0.457905,0.000000,0.000000,-0.060290
