t_s,j22,j23,j24,j25,j26,j27,j28,j12
32.820050,-0.158719,-0.032729,0.410544,0.340064,0.010043,0.000000,0.000000,0.033614
32.840213,-0.160565,-0.032801,0.406121,0.325180,0.018635,0.000000,0.000000,0.033466
32.860054,-0.161248,-0.033184,0.397972,0.306760,0.017701,0.000000,0.000000,0.033332
32.880051,-0.162698,-0.033328,0.387102,0.294872,0.017725,0.000000,0.000000,0.033265
32.900040,-0.163896,-0.033304,0.374651,0.281653,0.017701,0.000000,0.000000,0.033265
32.920053,-0.164256,-0.033496,0.361996,0.266853,0.017701,0.000000,0.000000,0.033225
32.940051,-0.165778,-0.033208,0.348118,0.256175,0.017665,0.000000,0.000000,0.033212
32.960051,-0.167132,-0.032993,0.334839,0.246815,0.017629,0.000000,0.000000,0.033359
32.980052,-0.167480,-0.033208,0.321705,0.234387,0.017521,0.000000,0.000000,0.034216
33.000054,-0.168043,-0.032921,0.310871,0.223002,0.017509,0.000000,0.000000,0.034404
33.020053,-0.169948,-0.032789,0.301200,0.214673,0.017485,0.000000,0.000000,0.034564
33.040051,-0.171027,-0.033124,0.293254,0.204223,0.017461,0.000000,0.000000,0.034765
33.060058,-0.170991,-0.033580,0.284266,0.189818,0.017449,0.000000,0.000000,0.035261
33.080333,-0.171746,-0.033784,0.272641,0.177462,0.017509,0.000000,0.000000,0.035288
33.100247,-0.172908,-0.033160,0.263689,0.161619,0.017533,0.000000,0.000000,0.035636
33.120281,-0.173544,-0.033304,0.258919,0.140875,0.017509,0.000000,0.000000,0.036024
33.140076,-0.174418,-0.033640,0.254653,0.118380,0.017509,0.000000,0.000000,0.036078
33.160151,-0.174430,-0.033939,0.254497,0.096617,0.017533,0.000000,0.000000,0.035756
33.180116,-0.174179,-0.034083,0.255240,0.075525,0.017521,0.000000,0.000000,0.035609
33.200136,-0.174394,-0.033700,0.257086,0.056266,0.017509,0.000000,0.000000,0.035355
33.220031,-0.174622,-0.033580,0.257289,0.033819,0.017437,0.000000,0.000000,0.035314
33.240031,-0.174742,-0.033604,0.257337,0.012320,0.017425,0.000000,0.000000,0.035140
33.260062,-0.174323,-0.033616,0.257385,-0.009384,0.017365,0.000000,0.000000,0.035020
33.280062,-0.174299,-0.033592,0.257265,-0.028666,0.017365,0.000000,0.000000,0.034993
33.300053,-0.173903,-0.033616,0.257289,-0.048548,0.017305,0.000000,0.000000,0.035020
33.320055,-0.173436,-0.033592,0.257277,-0.064739,0.017269,0.000000,0.000000,0.034993
33.340048,-0.172932,-0.033652,0.257337,-0.081637,0.017042,0.000000,0.000000,0.034966
33.360038,-0.172321,-0.033640,0.257385,-0.096149,0.016550,0.000000,0.000000,0.034872
33.380034,-0.172681,-0.033688,0.257313,-0.108709,0.016490,0.000000,0.000000,0.034886
33.400033,-0.172213,-0.033724,0.257205,-0.123809,0.016502,0.000000,0.000000,0.034886
33.420033,-0.173028,-0.033772,0.256055,-0.136033,0.016323,0.000000,0.000000,0.034872
33.440034,-0.173592,-0.034119,0.255995,-0.148293,0.015663,0.000000,0.000000,0.034886
33.460040,-0.172872,-0.034443,0.256019,-0.163105,0.015472,0.000000,0.000000,0.034926
33.480038,-0.173028,-0.034898,0.257373,-0.172884,0.015484,0.000000,0.000000,0.034939
33.500331,-0.173699,-0.035198,0.257349,-0.178253,0.015316,0.000000,0.000000,0.035582
33.520291,-0.173759,-0.034718,0.257313,-0.183622,0.015316,0.000000,0.000000,0.036064
33.540105,-0.173304,-0.034826,0.257313,-0.191412,0.015352,0.000000,0.000000,0.036439
33.560172,-0.172633,-0.035114,0.257325,-0.199358,0.015352,0.000000,0.000000,0.036560
33.580077,-0.171950,-0.035497,0.257865,-0.205877,0.015316,0.000000,0.000000,0.036747
33.600273,-0.171614,-0.035821,0.262610,-0.208430,0.015256,0.000000,0.000000,0.036761
33.620033,-0.171890,-0.036108,0.266805,-0.208502,0.015244,0.000000,0.000000,0.036868
33.640035,-0.171782,-0.036300,0.270520,-0.208454,0.015256,0.000000,0.000000,0.037350
33.660040,-0.171398,-0.035857,0.274199,-0.208346,0.015256,0.000000,0.000000,0.037926
33.680039,-0.170967,-0.035977,0.278406,-0.208394,0.015280,0.000000,0.000000,0.038207
33.700039,-0.170583,-0.035953,0.279664,-0.208370,0.015268,0.000000,0.000000,0.038488
33.720036,-0.170524,-0.035689,0.279388,-0.208394,0.015268,0.000000,0.000000,0.039104
33.739993,-0.170595,-0.035821,0.279472,-0.208382,0.015256,0.000000,0.000000,0.039586
33.760040,-0.170512,-0.035881,0.279748,-0.208394,0.015232,0.000000,0.000000,0.040176
33.780037,-0.170500,-0.035713,0.279892,-0.208406,0.015232,0.000000,0.000000,0.041046
33.800041,-0.170583,-0.035521,0.279868,-0.208466,0.015232,0.000000,0.000000,0.042118
33.820033,-0.170583,-0.035425,0.279832,-0.208490,0.015268,0.000000,0.000000,0.043135
33.840033,-0.170128,-0.035282,0.279844,-0.208490,0.015340,0.000000,0.000000,0.043872
33.860377,-0.169697,-0.035066,0.279868,-0.208538,0.015352,0.000000,0.000000,0.044113
33.880034,-0.169289,-0.034862,0.279844,-0.208753,0.015364,0.000000,0.000000,0.044073
33.900213,-0.169073,-0.034646,0.279784,-0.209964,0.015376,0.000000,0.000000,0.043992
33.920053,-0.168738,-0.034527,0.279700,-0.212085,0.015376,0.000000,0.000000,0.043631
33.940147,-0.168247,-0.034347,0.279688,-0.217849,0.015460,0.000000,0.000000,0.043550
33.960208,-0.167743,-0.034059,0.279700,-0.231116,0.015544,0.000000,0.000000,0.043765
33.980087,-0.167120,-0.033891,0.279376,-0.251860,0.015520,0.000000,0.000000,0.043845
34.000089,-0.165850,-0.033855,0.278801,-0.276260,0.015544,0.000000,0.000000,0.043537
34.020033,-0.164915,-0.033819,0.278969,-0.300169,0.015556,0.000000,0.000000,0.043229
34.040031,-0.164388,-0.033664,0.278993,-0.326426,0.015556,0.000000,0.000000,0.042841
34.060036,-0.164328,-0.033508,0.278861,-0.353690,0.015568,0.000000,0.000000,0.042680
34.080034,-0.164076,-0.033448,0.278801,-0.379768,0.015579,0.000000,0.000000,0.042439
34.100032,-0.163285,-0.033448,0.278861,-0.404971,0.015615,0.000000,0.000000,0.042265
34.120030,-0.162662,-0.033388,0.279005,-0.427310,0.015568,0.000000,0.000000,0.042091
34.140031,-0.161463,-0.033412,0.279029,-0.448905,0.015556,0.000000,0.000000,0.042024
34.160036,-0.160517,-0.033448,0.278669,-0.469722,0.015568,0.000000,0.000000,0.041207
34.180034,-0.158683,-0.033580,0.278669,-0.488837,0.015544,0.000000,0.000000,0.040390
34.200034,-0.157209,-0.033592,0.278813,-0.504416,0.015568,0.000000,0.000000,0.039319
34.220029,-0.155052,-0.033532,0.279760,-0.517719,0.015591,0.000000,0.000000,0.038448
34.240029,-0.153194,-0.033424,0.280215,-0.525460,0.015568,0.000000,0.000000,0.037671
34.260059,-0.151157,-0.033472,0.280203,-0.525784,0.015579,0.000000,0.000000,0.036908
34.280412,-0.147837,-0.033664,0.280203,-0.522812,0.015591,0.000000,0.000000,0.036386
34.300238,-0.143811,-0.033688,0.280227,-0.517802,0.015603,0.000000,0.000000,0.036078
34.320033,-0.138885,-0.033664,0.280275,-0.514195,0.015568,0.000000,0.000000,0.035730
34.340065,-0.133684,-0.033748,0.280491,-0.514219,0.015579,0.000000,0.000000,0.035261
34.360113,-0.129298,-0.033855,0.281258,-0.514387,0.015544,0.000000,0.000000,0.034578
34.380030,-0.124564,-0.033843,0.284613,-0.514435,0.015568,0.000000,0.000000,0.033841
34.400032,-0.121184,-0.033831,0.291205,-0.518474,0.015603,0.000000,0.000000,0.033091
34.420031,-0.119303,-0.033855,0.300744,-0.519085,0.015651,0.000000,0.000000,0.032234
34.440035,-0.117230,-0.033808,0.309313,-0.517647,0.015687,0.000000,0.000000,0.031873
34.460031,-0.114965,-0.033760,0.317894,-0.516041,0.015651,0.000000,0.000000,0.031926
34.480034,-0.113095,-0.033808,0.325959,-0.516029,0.015627,0.000000,0.000000,0.032033
34.500035,-0.111801,-0.033784,0.333869,-0.516197,0.015591,0.000000,0.000000,0.031658
34.520032,-0.110818,-0.033819,0.344810,-0.516400,0.015508,0.000000,0.000000,0.030614
34.540046,-0.109632,-0.033831,0.351473,-0.515777,0.015544,0.000000,0.000000,0.029248
34.560048,-0.108086,-0.033831,0.355117,-0.516077,0.015687,0.000000,0.000000,0.027721
34.580941,-0.106959,-0.034023,0.361037,-0.517778,0.015687,0.000000,0.000000,0.026181
34.600273,-0.106204,-0.034071,0.372086,-0.521853,0.015639,0.000000,0.000000,0.024547
34.620286,-0.106204,-0.033951,0.385592,-0.527390,0.015579,0.000000,0.000000,0.022418
34.640033,-0.105953,-0.033951,0.398368,-0.534904,0.015591,0.000000,0.000000,0.020583
34.660031,-0.104994,-0.033987,0.411634,-0.548170,0.015579,0.000000,0.000000,0.018387
34.680351,-0.104514,-0.034035,0.427477,-0.562983,0.015448,0.000000,0.000000,0.015762
34.700073,-0.104562,-0.033867,0.441055,-0.577436,0.015436,0.000000,0.000000,0.013204
34.720032,-0.104431,-0.033700,0.454670,-0.598420,0.015520,0.000000,0.000000,0.011008
34.740187,-0.104466,-0.033724,0.465084,-0.619465,0.015675,0.000000,0.000000,0.008209
34.760164,-0.104478,-0.033424,0.473281,-0.644464,0.016538,0.000000,0.000000,0.005678
34.780146,-0.104490,-0.032861,0.474096,-0.667246,0.017209,0.000000,0.000000,0.002464
34.800031,-0.104910,-0.032489,0.473569,-0.689908,0.017533,0.000000,0.000000,-0.001513
34.820032,-0.106000,-0.032226,0.473581,-0.712846,0.017821,0.000000,0.000000,-0.005156
34.840030,-0.107463,-0.031734,0.472706,-0.733135,0.018707,0.000000,0.000000,-0.009160
34.860032,-0.108433,-0.031351,0.472430,-0.748990,0.018839,0.000000,0.000000,-0.012173
34.880034,-0.109776,-0.030991,0.472502,-0.760471,0.018875,0.000000,0.000000,-0.014704
34.900033,-0.111921,-0.030356,0.472898,-0.770022,0.018923,0.000000,0.000000,-0.016700
34.920031,-0.113539,-0.029529,0.472957,-0.781479,0.021056,0.000000,0.000000,-0.017918
34.940031,-0.115144,-0.028343,0.472910,-0.791918,0.023393,0.000000,0.000000,-0.019030
34.960047,-0.117038,-0.027192,0.472981,-0.800486,0.023417,0.000000,0.000000,-0.020007
34.980055,-0.119339,-0.026233,0.472981,-0.808012,0.023489,0.000000,0.000000,-0.020570
35.000052,-0.121736,-0.025550,0.473233,-0.817013,0.024496,0.000000,0.000000,-0.020717
35.020101,-0.123713,-0.024688,0.474491,-0.828014,0.035449,0.000000,0.000000,-0.020490
35.040151,-0.125894,-0.023429,0.473892,-0.841149,0.082499,0.000000,0.000000,-0.020503
35.060168,-0.128111,-0.022195,0.473509,-0.857208,0.152284,0.000000,0.000000,-0.020650
35.080064,-0.130113,-0.021104,0.468595,-0.875855,0.231523,0.000000,0.000000,-0.021039
35.100046,-0.132534,-0.019954,0.453974,-0.895905,0.309325,0.000000,0.000000,-0.021708
35.120028,-0.134151,-0.018935,0.435351,-0.915367,0.378186,0.000000,0.000000,-0.022231
35.140029,-0.136297,-0.017713,0.415589,-0.931078,0.434153,0.000000,0.000000,-0.023275
35.160030,-0.137603,-0.016886,0.396918,-0.943650,0.475774,0.000000,0.000000,-0.024092
35.180029,-0.139712,-0.016095,0.378654,-0.951919,0.522273,0.000000,0.000000,-0.025150
35.200027,-0.142900,-0.015532,0.367736,-0.954256,0.568687,0.000000,0.000000,-0.026436
35.220032,-0.146651,-0.014860,0.362043,-0.953609,0.602962,0.000000,0.000000,-0.027668
35.240046,-0.150774,-0.014010,0.356938,-0.951392,0.614263,0.000000,0.000000,-0.028645
35.260045,-0.155232,-0.012979,0.351917,-0.949366,0.611052,0.000000,0.000000,-0.029168
35.280039,-0.159798,-0.011745,0.345997,-0.949294,0.611064,0.000000,0.000000,-0.029342
35.300033,-0.164495,-0.010450,0.340903,-0.949714,0.611064,0.000000,0.000000,-0.029355
35.320046,-0.168774,-0.009264,0.341167,-0.949714,0.611064,0.000000,0.000000,-0.029636
35.340050,-0.172657,-0.007814,0.342953,-0.949594,0.611064,0.000000,0.000000,-0.030172
35.360363,-0.176540,-0.006208,0.342833,-0.949678,0.611088,0.000000,0.000000,-0.030908
35.380446,-0.180530,-0.004890,0.342809,-0.949762,0.611100,0.000000,0.000000,-0.031498
35.400432,-0.184569,-0.003979,0.342797,-0.950025,0.611136,0.000000,0.000000,-0.031806
35.420135,-0.189878,-0.003224,0.342773,-0.950577,0.611184,0.000000,0.000000,-0.032020
35.440155,-0.196110,-0.002828,0.340855,-0.950900,0.611219,0.000000,0.000000,-0.032208
35.460059,-0.202258,-0.002529,0.341155,-0.950864,0.611219,0.000000,0.000000,-0.032301
35.480305,-0.207087,-0.002145,0.341239,-0.951080,0.611219,0.000000,0.000000,-0.032315
35.500274,-0.211138,-0.001618,0.341419,-0.951655,0.611219,0.000000,0.000000,-0.032261
35.520046,-0.215297,-0.000995,0.341550,-0.951907,0.611196,0.000000,0.000000,-0.032288
35.540056,-0.219755,-0.000647,0.341383,-0.951955,0.611196,0.000000,0.000000,-0.032315
35.560046,-0.225028,-0.000419,0.341359,-0.951943,0.611196,0.000000,0.000000,-0.032274
35.580032,-0.230936,-0.000060,0.341658,-0.951895,0.611219,0.000000,0.000000,-0.032422
35.600031,-0.237156,0.000383,0.341766,-0.951907,0.611219,0.000000,0.000000,-0.032516
35.620030,-0.243292,0.000743,0.341694,-0.951991,0.611231,0.000000,0.000000,-0.032542
35.640028,-0.248493,0.001103,0.342293,-0.952123,0.611255,0.000000,0.000000,-0.032743
35.660028,-0.252747,0.001378,0.342389,-0.952326,0.611255,0.000000,0.000000,-0.032944
35.680030,-0.256642,0.001630,0.342929,-0.952350,0.611255,0.000000,0.000000,-0.033024
35.700029,-0.260968,0.002001,0.344666,-0.952278,0.611267,0.000000,0.000000,-0.033279
35.720026,-0.266086,0.002157,0.346284,-0.952278,0.611291,0.000000,0.000000,-0.033306
35.740027,-0.271587,0.002409,0.349412,-0.952362,0.611291,0.000000,0.000000,-0.033265
35.760031,-0.277351,0.002840,0.353990,-0.952183,0.611291,0.000000,0.000000,-0.033627
35.780415,-0.282816,0.003164,0.357453,-0.952123,0.611291,0.000000,0.000000,-0.033868
35.800197,-0.287382,0.003583,0.358784,-0.952159,0.611291,0.000000,0.000000,-0.033922
35.820027,-0.291301,0.003907,0.358904,-0.952171,0.611291,0.000000,0.000000,-0.033948
35.840153,-0.295159,0.004206,0.357489,-0.951979,0.611291,0.000000,0.000000,-0.033895
35.860036,-0.299030,0.004410,0.357178,-0.951368,0.611291,0.000000,0.000000,-0.033748
35.880033,-0.303033,0.004566,0.357154,-0.950601,0.611291,0.000000,0.000000,-0.033761
35.900028,-0.308019,0.004542,0.356207,-0.949067,0.611267,0.000000,0.000000,-0.033841
35.920030,-0.313052,0.004482,0.355560,-0.948659,0.611291,0.000000,0.000000,-0.033841
35.940166,-0.317582,0.004542,0.355284,-0.948587,0.611267,0.000000,0.000000,-0.033734
35.960056,-0.321920,0.004554,0.354421,-0.948599,0.611267,0.000000,0.000000,-0.033681
35.980090,-0.326223,0.004602,0.352276,-0.948611,0.611267,0.000000,0.000000,-0.033707
36.000034,-0.329878,0.004686,0.348753,-0.948635,0.611267,0.000000,0.000000,-0.033681
36.020028,-0.332838,0.004686,0.343971,-0.948635,0.611267,0.000000,0.000000,-0.033654
36.040029,-0.336301,0.004686,0.339909,-0.948647,0.611267,0.000000,0.000000,-0.033681
36.060039,-0.340712,0.004662,0.337656,-0.948348,0.611267,0.000000,0.000000,-0.033667
36.080034,-0.345889,0.004638,0.335055,-0.944896,0.611267,0.000000,0.000000,-0.033640
36.100032,-0.351893,0.004674,0.331807,-0.941049,0.611267,0.000000,0.000000,-0.033600
36.120029,-0.357465,0.004650,0.325408,-0.938700,0.611267,0.000000,0.000000,-0.033640
36.140027,-0.362223,0.004650,0.314874,-0.938796,0.611267,0.000000,0.000000,-0.033587
36.160182,-0.366573,0.004674,0.304771,-0.939563,0.611267,0.000000,0.000000,-0.033132
36.180031,-0.371307,0.004590,0.296046,-0.939348,0.611267,0.000000,0.000000,-0.032864
36.200029,-0.375897,0.004518,0.288460,-0.938005,0.611267,0.000000,0.000000,-0.032596
36.220195,-0.381098,0.004470,0.278645,-0.934662,0.611279,0.000000,0.000000,-0.032194
36.240204,-0.386767,0.004506,0.275937,-0.930599,0.611267,0.000000,0.000000,-0.032047
36.260028,-0.392843,0.004434,0.274642,-0.924763,0.611267,0.000000,0.000000,-0.031980
36.280258,-0.399087,0.004422,0.274211,-0.913629,0.611267,0.000000,0.000000,-0.032208
36.300081,-0.404995,0.004434,0.274786,-0.905840,0.611255,0.000000,0.000000,-0.032181
36.320028,-0.409873,0.004458,0.274822,-0.900615,0.611255,0.000000,0.000000,-0.031859
36.340055,-0.413911,0.004458,0.273600,-0.895018,0.611255,0.000000,0.000000,-0.031578
36.360056,-0.418873,0.004482,0.268926,-0.889901,0.611255,0.000000,0.000000,-0.031498
36.380055,-0.424985,0.004482,0.259926,-0.885718,0.611231,0.000000,0.000000,-0.031498
36.400031,-0.431564,0.004422,0.250255,-0.881751,0.611279,0.000000,0.000000,-0.031578
36.420030,-0.438383,0.004458,0.239720,-0.872236,0.611267,0.000000,0.000000,-0.031605
36.440027,-0.444866,0.004458,0.232218,-0.868629,0.611267,0.000000,0.000000,-0.031310
36.460037,-0.450044,0.004362,0.227029,-0.864218,0.611291,0.000000,0.000000,-0.031109
36.480039,-0.454526,0.004254,0.224177,-0.859041,0.611291,0.000000,0.000000,-0.030560
36.500029,-0.459727,0.004230,0.221145,-0.853768,0.611267,0.000000,0.000000,-0.030092
36.520030,-0.466342,0.004266,0.217250,-0.848747,0.611291,0.000000,0.000000,-0.029797
36.540026,-0.473389,0.004230,0.212696,-0.841592,0.611291,0.000000,0.000000,-0.029663
36.560179,-0.481059,0.004242,0.208478,-0.831010,0.611291,0.000000,0.000000,-0.029623
36.580031,-0.487698,0.004218,0.202833,-0.824131,0.611267,0.000000,0.000000,-0.028900
36.600051,-0.493139,0.004206,0.194911,-0.818714,0.611291,0.000000,0.000000,-0.027547
36.620073,-0.499191,0.004182,0.186259,-0.814700,0.611291,0.000000,0.000000,-0.026235
36.640069,-0.507232,0.004159,0.177247,-0.809427,0.611291,0.000000,0.000000,-0.025565
36.660052,-0.516125,0.004087,0.168750,-0.800858,0.611291,0.000000,0.000000,-0.025498
36.680061,-0.523938,0.003967,0.163225,-0.788694,0.611327,0.000000,0.000000,-0.025485
36.700029,-0.531153,0.003811,0.158587,-0.784284,0.611303,0.000000,0.000000,-0.025163
36.720030,-0.538152,0.003715,0.154525,-0.777477,0.611303,0.000000,0.000000,-0.024601
36.740029,-0.546708,0.003619,0.149659,-0.771077,0.611303,0.000000,0.000000,-0.024012
36.760040,-0.555984,0.003619,0.144134,-0.762556,0.611327,0.000000,0.000000,-0.023463
36.780035,-0.565068,0.003619,0.139173,-0.748750,0.611339,0.000000,0.000000,-0.023382
36.800031,-0.573481,0.003511,0.135506,-0.743669,0.611327,0.000000,0.000000,-0.023369
36.820031,-0.581750,0.003463,0.129118,-0.735927,0.611339,0.000000,0.000000,-0.022967
36.840031,-0.591134,0.003463,0.118224,-0.728845,0.611339,0.000000,0.000000,-0.022418
36.860038,-0.600542,0.003404,0.107259,-0.716705,0.611375,0.000000,0.000000,-0.021842
36.880054,-0.609026,0.003308,0.099613,-0.710377,0.611435,0.000000,0.000000,-0.021025
36.900061,-0.617128,0.003128,0.093597,-0.704912,0.611459,0.000000,0.000000,-0.020382
36.920203,-0.626859,0.002409,0.087796,-0.695624,0.611459,0.000000,0.000000,-0.019539
36.940192,-0.635979,0.001858,0.078317,-0.687128,0.611459,0.000000,0.000000,-0.018708
36.960265,-0.644775,0.001750,0.080654,-0.675527,0.611459,0.000000,0.000000,-0.017959
36.980209,-0.653044,0.001366,0.078293,-0.669702,0.611459,0.000000,0.000000,-0.017222
37.000078,-0.661002,0.000791,0.076064,-0.661385,0.611459,0.000000,0.000000,-0.016298
37.020255,-0.669235,0.000563,0.071881,-0.654770,0.611435,0.000000,0.000000,-0.015267
37.040173,-0.677720,0.000479,0.065710,-0.648239,0.611459,0.000000,0.000000,-0.014075
37.060041,-0.685893,0.000324,0.060664,-0.639275,0.611435,0.000000,0.000000,-0.013352
37.080158,-0.693144,-0.000240,0.059466,-0.632911,0.611459,0.000000,0.000000,-0.012803
37.100037,-0.699915,-0.000623,0.059945,-0.627194,0.611435,0.000000,0.000000,-0.012307
37.120032,-0.707249,-0.000767,0.059801,-0.621670,0.611435,0.000000,0.000000,-0.011812
37.140030,-0.714883,-0.001162,0.058519,-0.616037,0.611447,0.000000,0.000000,-0.011249
37.160053,-0.722373,-0.001654,0.057908,-0.609470,0.611447,0.000000,0.000000,-0.010861
37.180049,-0.729012,-0.001953,0.058399,-0.600182,0.611423,0.000000,0.000000,-0.010633
37.200054,-0.735280,-0.001941,0.059634,-0.593327,0.611423,0.000000,0.000000,-0.010593
37.220045,-0.742243,-0.001929,0.060065,-0.590139,0.611423,0.000000,0.000000,-0.010539
37.240045,-0.749949,-0.001905,0.059729,-0.583931,0.611423,0.000000,0.000000,-0.010499
37.260052,-0.757043,-0.001965,0.059610,-0.578311,0.611423,0.000000,0.000000,-0.010151
37.280048,-0.762604,-0.001977,0.059610,-0.573805,0.611423,0.000000,0.000000,-0.009642
37.300050,-0.767925,-0.001882,0.059681,-0.567681,0.611423,0.000000,0.000000,-0.009642
37.320269,-0.773546,-0.001798,0.060197,-0.558201,0.611399,0.000000,0.000000,-0.009789
37.340033,-0.779610,-0.001786,0.060317,-0.555193,0.611411,0.000000,0.000000,-0.009763
37.360270,-0.786009,-0.001786,0.060353,-0.552329,0.611411,0.000000,0.000000,-0.009642
37.380388,-0.791966,-0.001726,0.060341,-0.548506,0.611411,0.000000,0.000000,-0.009508
37.400133,-0.796328,-0.001630,0.060329,-0.546457,0.611399,0.000000,0.000000,-0.009254
37.420139,-0.799731,-0.001354,0.060400,-0.545905,0.611423,0.000000,0.000000,-0.008986
37.440209,-0.802596,-0.001270,0.060389,-0.545881,0.611411,0.000000,0.000000,-0.008718
37.460032,-0.805004,-0.001294,0.060377,-0.545798,0.611411,0.000000,0.000000,-0.008651
37.480118,-0.807293,-0.001234,0.060377,-0.545102,0.611423,0.000000,0.000000,-0.008651
37.500032,-0.809894,-0.001150,0.060532,-0.542957,0.611423,0.000000,0.000000,-0.008665
37.520031,-0.812698,-0.001115,0.063444,-0.541208,0.611423,0.000000,0.000000,-0.008665
37.540030,-0.815179,-0.000935,0.066668,-0.540860,0.611423,0.000000,0.000000,-0.008611
37.560037,-0.817804,-0.000803,0.068801,-0.540884,0.611423,0.000000,0.000000,-0.008531
37.580035,-0.820584,-0.000671,0.069748,-0.541040,0.611423,0.000000,0.000000,-0.008343
37.600029,-0.823113,-0.000539,0.070815,-0.541567,0.611411,0.000000,0.000000,-0.008142
37.620029,-0.825126,-0.000467,0.073308,-0.541831,0.611411,0.000000,0.000000,-0.007982
37.640030,-0.827175,-0.000443,0.075836,-0.541915,0.611411,0.000000,0.000000,-0.007982
37.660038,-0.829584,-0.000431,0.077202,-0.541879,0.611387,0.000000,0.000000,-0.007995
37.680051,-0.831705,-0.000563,0.078017,-0.541951,0.611387,0.000000,0.000000,-0.007834
37.700279,-0.833251,-0.000563,0.080150,-0.542334,0.611387,0.000000,0.000000,-0.007794
37.720210,-0.833635,-0.000503,0.083302,-0.542825,0.611351,0.000000,0.000000,-0.007741
37.740074,-0.833767,-0.000443,0.085963,-0.546133,0.611291,0.000000,0.000000,-0.007781
37.760227,-0.834426,-0.000407,0.086946,-0.551370,0.611315,0.000000,0.000000,-0.007767
37.780215,-0.835648,-0.000443,0.086982,-0.555744,0.611291,0.000000,0.000000,-0.007767
37.800032,-0.836331,-0.000443,0.087976,-0.560239,0.611303,0.000000,0.000000,-0.007754
37.820141,-0.836235,-0.000407,0.092003,-0.563942,0.611315,0.000000,0.000000,-0.007781
37.840033,-0.835792,-0.000551,0.101602,-0.566710,0.611303,0.000000,0.000000,-0.008008
37.860082,-0.835408,-0.000599,0.113742,-0.569023,0.611267,0.000000,0.000000,-0.008276
37.880040,-0.835169,-0.000683,0.126949,-0.572510,0.611231,0.000000,0.000000,-0.008370
37.900036,-0.834462,-0.000707,0.142085,-0.578994,0.611196,0.000000,0.000000,-0.008249
37.920033,-0.832952,-0.000671,0.155052,-0.586089,0.611064,0.000000,0.000000,-0.008196
37.940031,-0.832197,-0.000515,0.163968,-0.591062,0.611028,0.000000,0.000000,-0.008303
37.960032,-0.832304,-0.000515,0.169133,-0.595173,0.611040,0.000000,0.000000,-0.008263
37.980031,-0.832400,-0.000383,0.172177,-0.598864,0.611040,0.000000,0.000000,-0.008169
38.000030,-0.832544,-0.000060,0.176264,-0.601285,0.611064,0.000000,0.000000,-0.008089
38.020030,-0.832448,0.000120,0.182891,-0.601344,0.611064,0.000000,0.000000,-0.008062
38.040030,-0.832448,0.000300,0.191676,-0.601129,0.611064,0.000000,0.000000,-0.008008
38.060034,-0.832640,0.000659,0.199453,-0.601213,0.611064,0.000000,0.000000,-0.007928
38.080034,-0.832796,0.001246,0.207183,-0.601261,0.611064,0.000000,0.000000,-0.007874
38.100030,-0.832844,0.001714,0.216974,-0.601237,0.611064,0.000000,0.000000,-0.007874
38.120231,-0.832832,0.002025,0.224836,-0.601261,0.611064,0.000000,0.000000,-0.007915
38.140101,-0.832820,0.002421,0.232326,-0.601956,0.611064,0.000000,0.000000,-0.007901
38.160135,-0.832221,0.003128,0.239289,-0.603550,0.611076,0.000000,0.000000,-0.007928
38.180250,-0.830890,0.003871,0.246779,-0.604173,0.611064,0.000000,0.000000,-0.008089
38.200320,-0.830603,0.004482,0.252747,-0.604652,0.611076,0.000000,0.000000,-0.008209
38.220034,-0.830315,0.005009,0.261028,-0.606450,0.611100,0.000000,0.000000,-0.008357
38.240029,-0.829560,0.005549,0.266098,-0.609817,0.611100,0.000000,0.000000,-0.008357
38.260048,-0.828673,0.006292,0.270915,-0.615378,0.611100,0.000000,0.000000,-0.008276
38.280036,-0.827499,0.006927,0.275350,-0.624594,0.611076,0.000000,0.000000,-0.008209
38.300035,-0.826133,0.007670,0.276296,-0.634721,0.611100,0.000000,0.000000,-0.008182
38.320034,-0.824958,0.008832,0.276356,-0.643996,0.611100,0.000000,0.000000,-0.008196
38.340029,-0.823736,0.009923,0.276392,-0.651798,0.611148,0.000000,0.000000,-0.008182
38.360033,-0.821902,0.010858,0.276404,-0.660834,0.611136,0.000000,0.000000,-0.008142
38.380035,-0.819973,0.011661,0.276440,-0.669427,0.611160,0.000000,0.000000,-0.008115
38.400038,-0.818750,0.012248,0.276404,-0.674987,0.611172,0.000000,0.000000,-0.008075
38.420030,-0.817816,0.012835,0.276416,-0.678667,0.611172,0.000000,0.000000,-0.008062
38.440034,-0.816833,0.013542,0.277926,-0.679925,0.611148,0.000000,0.000000,-0.007968
38.460040,-0.815778,0.014261,0.279652,-0.679901,0.611172,0.000000,0.000000,-0.007794
38.480038,-0.814184,0.015340,0.280455,-0.679913,0.611148,0.000000,0.000000,-0.007540
38.500346,-0.812339,0.016311,0.280155,-0.680009,0.611148,0.000000,0.000000,-0.007540
38.520249,-0.810074,0.016862,0.279999,-0.680368,0.611148,0.000000,0.000000,-0.007754
38.540119,-0.807042,0.017341,0.280023,-0.681435,0.611148,0.000000,0.000000,-0.007968
38.560037,-0.802847,0.018024,0.280023,-0.682562,0.611172,0.000000,0.000000,-0.008008
38.580077,-0.799324,0.018671,0.280011,-0.682729,0.611148,0.000000,0.000000,-0.007995
